Date,AGO,ALB,ARE,ARM,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BIH,BLR,BLZ,BOL,BRA,BRB,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CYP,CZE,DEU,DJI,DNK,DOM,DZA,ECU,EGY,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KIR,KOR,LAO,LBN,LBR,LCA,LKA,LSO,LTU,LUX,LVA,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NLD,NOR,NPL,NRU,OWID_KOS,OWID_WRL,PAK,PAN,PER,PHL,PNG,POL,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SDN,SEN,SLB,SLE,SLV,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,VEN,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
2008,5.334158,8.9390335,,7.654393,52.49802,62.842266,,,54.827045,,,,16.109356,,11.749794,,11.382888,11.045473,,,,2.0577946,56.603653,67.337036,,5.0240593,3.1212509,,,,7.609229,,,14.463619,48.210896,31.225538,54.89654,,55.754395,9.225789,,9.459787,6.327561,46.455524,23.770145,,51.202953,8.427585,53.839355,,,50.786198,5.156366,,,,,,37.361706,,,,7.1828227,,,18.81458,3.4967322,,40.066547,,,59.443935,26.331831,47.62071,,12.359647,41.847446,9.039857,,5.2646155,,34.382393,,,,,,,23.556183,71.67452,21.338648,,10.255935,,,9.106787,,,,36.644096,,,,1.5888742,5.3947363,,,14.829658,,,,,57.57036,65.47708,,,,5.5,,12.46967,8.131091,,,22.271284,27.126318,9.441515,,,11.177727,18.472271,,,,,,7.297365,,,,,22.316656,39.630775,46.38075,,,,,,10.839764,,,,,,,12.882828,,,,,11.415009,18.914045,58.702255,,,4.946105,,8.383285,,4.862677,,
2009,,,,6.8470354,,64.20226,,,55.62808,,2.2196999,,16.991888,,11.901384,,12.865957,11.537851,,,6.104132,,56.854195,67.39083,12.550535,,,,,,7.7951317,,,15.356438,47.100464,31.88747,55.73561,,56.461025,9.828649,,9.299943,,45.988068,22.68687,,52.876114,,55.26878,,,50.24893,5.091734,,,,,,38.205006,,,,7.7243814,23.205153,,18.160599,3.4799755,3.51202,39.131226,10.808849,,52.570095,26.36576,48.112545,,,41.01194,9.039265,,5.3128557,,,,,,,5.9971457,,19.46225,74.59999,17.820322,,10.500923,,6.448324,,,9.47008,2.4226665,35.46736,,,,,,,,,3.854026,,,6.589368,57.954803,66.37795,,,,5.7,,12.555808,8.432684,4.8026724,2.8941174,22.773401,28.634476,9.76594,11.761087,,11.545229,18.181122,,6.09397,,,,7.3891435,,3.4227016,,,23.565214,39.604042,47.196384,2.5002565,,11.44501,,,11.40656,5.0240126,,,9.094932,,,12.575607,,,,2.3833196,10.680052,20.293756,59.258114,,,,,,,,,
2010,,,,6.8065257,53.31642,65.371284,,,55.914806,,,4.074886,16.019157,,13.147676,,,,,,,,57.035934,68.60061,,5.841287,,,,,8.290563,,,16.277344,48.076344,31.901266,56.07167,,58.269073,10.027005,,10.231273,7.080883,43.09009,21.517042,3.5127845,53.376373,,54.26156,,,50.09755,5.0411353,,,3.95681,1.7530214,,33.204163,,,,7.1722803,21.417389,,18.334053,3.774124,,37.99775,,,48.42079,27.012196,47.023422,,13.711074,42.278214,9.583464,,5.1285615,,34.97822,,,,,,,18.829222,72.96972,17.619339,,10.753252,1.2725835,,8.955509,,10.183417,,36.596992,,,8.104376,,,,1.8984888,,,,3.6241927,,57.36585,67.05459,4.5530524,,,6.0,3.871169,13.101848,9.091337,,,23.312693,27.563898,10.279613,11.72601,,11.233384,19.698242,2.084927,,,,,7.574445,,,4.7798257,,24.261745,39.75716,47.836018,,,,,,11.680289,,,,,,10.752841,12.665,6.929115,38.12395,,,11.47939,20.58703,58.549274,,,8.347608,4.558657,,,5.0884223,1.7385536,
2011,,,,7.1054845,,63.62007,,,55.135868,2.088681,,,15.148642,18.903507,13.78349,,14.537914,12.704954,,,,,57.8741,70.21318,13.443484,6.392097,,,,3.7648442,8.824835,,,16.794394,46.912144,32.208378,55.765717,,56.904606,10.178131,9.114276,11.273611,,41.761353,21.64039,,53.486942,,54.55876,,,49.487873,5.2030516,,,,,,28.051655,,,,7.1829863,20.908205,,18.710703,3.973788,3.8563683,36.537617,9.954987,,48.497936,27.019226,46.058487,,,39.91185,11.414627,,5.1962476,,,,21.36475,,,,,20.113832,71.37737,17.167864,,11.222937,,,,,10.149069,,37.325752,,,8.723775,,,,,18.574278,,2.3325078,,,56.610123,71.221725,,,,6.3,3.9056818,14.5260725,9.673933,,,23.542225,26.198978,11.040261,11.901494,,10.404796,20.30882,,,2.8184896,,2.8493311,7.447908,,,,,25.539555,39.530354,48.47332,,,,3.3434746,2.1395934,12.202188,,,,,,,13.478634,,,2.9384396,,11.922744,23.395288,58.214737,,,,,,,,,3.931386
2012,,8.768968,,7.325222,,62.673744,,,56.743336,,,,15.44379,,15.555289,,15.029053,13.450412,,8.464354,,,58.83639,71.037796,,7.0467863,,,1.6323957,,9.21615,,,17.367077,43.392002,31.59261,55.856857,4.790425,56.34492,10.055852,,12.184834,7.40651,40.146248,22.769444,,54.03345,,54.46165,,,49.18042,5.6590695,3.512267,4.6674604,,,,24.046043,,,,6.2801456,19.565826,1.915852,17.471375,4.204972,,36.51793,10.033734,10.465516,48.919727,28.995848,44.024292,,,40.19267,11.618299,,5.0600557,,37.427128,4.600132,,,,6.5505166,,20.755318,69.33675,17.7252,,11.131028,1.2037059,,9.293158,,10.530369,,38.311035,,13.375252,10.196151,,,11.910123,,,,,3.6895163,,55.724445,72.44836,,6.272197,,6.6,,14.633171,10.255283,4.699115,,23.494907,25.174898,12.188151,,,10.550688,20.963125,,,,3.4307945,,7.8291955,12.627927,,,,23.689417,37.75983,49.38975,,,,,,12.899415,,,,,,,13.871971,,,,2.7263718,12.439853,24.44965,58.531597,,,9.262785,,,,,,
2013,,,67.13231,7.583237,,64.65023,,1.9010967,56.779152,,,,17.239273,,17.132704,,16.14522,14.14719,,,,,59.908768,70.28073,16.424032,8.0545,,,,,9.718353,,,17.25704,39.827026,31.617311,56.11025,4.3163433,57.3163,10.317068,,12.101661,,39.104706,23.931171,,53.93553,8.724067,54.336422,4.664494,,49.73178,6.1229525,,,,,,22.636744,,,,6.7067,19.67377,,17.812014,4.223097,,36.57987,9.627195,,50.40487,30.453474,43.728783,,,40.430363,12.275835,,4.872271,,,,,,,,,21.481644,71.72321,19.133423,8.434621,11.967153,,,,,10.552681,,40.552464,,13.685501,,,,,,21.98481,,,,,54.248928,75.04144,,,,7.0,4.2313905,15.318977,10.354707,,,24.134867,25.359253,12.953823,,,10.619046,21.299742,2.3160906,,,,,8.437291,11.790325,,,,23.828587,37.43131,50.217598,,17.164715,,,,13.284977,,,,,,,14.614255,,38.805595,,,13.145207,25.322454,58.154797,,,,,8.37618,,,,
2014,,8.827485,,7.7391677,56.87762,64.77157,,,56.9095,,2.6468692,,17.891573,,17.746912,,16.025192,14.63526,,,,,60.21608,70.89274,,8.799834,,4.960679,,,10.174997,4.3683457,,17.351461,38.67505,32.2284,56.861668,,57.763912,11.429154,,12.728845,,39.22651,26.127213,,53.864227,,55.641617,,,51.155495,6.536817,,,,,,22.620424,,9.162517,,6.876275,20.710875,,18.92653,4.3681216,,38.414482,9.298089,,52.13054,31.656658,43.9375,,,39.99747,11.974002,,5.1580663,,38.93706,,,3.9755077,,,,22.88233,72.702576,21.176304,,11.74163,,,8.833772,,11.407569,,43.037605,,14.346628,10.840469,1.7570163,6.0858893,,,,,2.5107968,,8.900501,54.718018,76.31052,,,,7.25,,15.8622875,10.495491,,,24.98544,26.105879,13.273675,,,11.51343,21.343996,,5.915067,,,,8.403498,11.866239,,,,24.02691,38.39094,51.56719,,,,,,13.466583,,,3.2024267,,,,14.7686,,,,,12.628146,26.82957,56.706657,,,9.965496,,,3.798047,4.861294,,
2015,,10.6873455,,8.170164,,65.393684,,,58.561443,2.22931,,,17.000065,,16.243313,,15.803117,14.268029,,,5.834312,,60.074802,71.44715,17.796,9.484267,3.131147,,,,10.312197,,6.177279,17.267906,40.298626,33.686264,58.344433,,57.89943,12.464216,,12.607248,7.696608,40.25629,28.576033,3.8964279,54.10431,,56.27713,,,51.80248,6.6045623,,,5.02622,,,22.912386,,,,6.9065084,22.127413,,19.899063,4.611261,,40.187916,9.388222,,55.94218,32.309395,45.198917,,,41.321514,11.396737,3.74664,4.9588633,,,,,,16.991112,,,25.261667,66.95311,23.073507,,12.1774,,,,,11.993591,,42.666416,4.740971,14.489056,,,,,,24.709814,6.205396,,3.804277,,58.322716,76.558716,,,,7.5,4.457216,17.006641,10.483372,5.1953664,,26.683643,27.320137,13.2255125,,,12.310566,20.277191,,,,,,8.77876,12.006704,,,,24.209932,38.752144,52.834667,,,,,2.3283546,14.301866,5.6901064,,,7.7448297,,12.366548,14.296437,,,,,11.226501,27.307968,59.650497,,,,,,,,1.818314,
2016,,10.9340105,,8.863737,56.544083,67.78355,,,57.95664,,,4.4958982,19.452612,,15.514869,,15.5992565,13.853828,15.490099,,,,60.26257,72.06696,,10.105901,,,,,10.281497,,,17.980951,41.924973,34.69141,60.30474,,59.575207,13.343032,,12.675897,,42.007767,31.157692,,54.728,,57.04011,,,52.72217,6.6655083,3.7226515,,,,,23.521786,,,,7.339539,23.864185,,20.790375,5.0255547,,41.196228,9.396977,,59.953766,33.28524,46.191875,,,40.57108,10.54099,,5.1651797,,44.89439,,,3.8718002,,7.533782,,27.034708,73.08101,24.38029,,11.806985,,15.504752,10.356459,,13.09331,,46.0759,,15.878524,8.980852,,,,2.065897,,,,,,60.850204,75.84469,,,,7.75,,18.023079,10.813939,,,27.839594,27.694105,12.654116,11.977675,,14.13585,20.147062,2.3547332,,,,,9.115523,12.730736,1.6545435,,,24.900846,40.012688,53.6846,3.3826458,,,,,14.110462,,,,,,,15.375648,,41.810047,,2.5239923,11.571517,26.824633,63.17502,,,11.4456625,,,,,,
2017,,10.84116,,8.011298,,67.82447,,,58.118523,,,,19.180182,,15.994223,,15.895114,13.9287,,9.467806,,,62.026566,72.17257,19.509912,10.573463,,,,,10.349727,,,18.155819,44.010777,35.83474,60.43582,4.703492,60.409134,13.144599,,13.206618,6.7152987,42.5764,33.455944,,55.87209,,56.671593,,11.307635,52.915264,6.830277,,,,,,23.970913,,,,7.2325783,25.267962,,22.138985,5.3755856,,44.840492,9.884328,,63.928368,35.021442,46.43608,,,41.041126,11.236194,,5.193056,,46.639484,,,,,,3.5800495,28.573835,71.276215,26.298967,,11.946552,,,,,13.835871,,46.43439,5.4398775,16.22408,,,,13.511957,,,,,,,60.739132,75.64949,,,8.395551,7.95,,18.46399,10.720314,,,29.50967,28.277075,13.085741,,73.36469,17.376396,19.890581,,,,,,9.378385,13.117304,,5.966347,,25.840729,40.810894,53.72201,,,,,,14.473119,,,,,,,16.90089,,42.918938,,,12.538975,27.859934,64.09559,,,,,,,,,3.3001366
2018,3.8795104,12.386626,76.51879,7.971968,57.72186,67.09029,,,59.440945,3.6546443,3.1177611,,21.559816,,17.1178,14.937734,15.964812,14.251241,,,,,62.307426,70.98794,,11.334333,4.7679186,,,,10.380213,,,18.187916,45.94975,37.332695,62.23594,,61.72458,14.011814,,12.928904,,42.369106,35.626915,,56.741344,,56.841343,,,52.79361,6.876671,,5.65448,,3.6729233,,24.91446,13.92245,,,7.232065,26.789679,,23.60617,5.6806774,,45.81376,9.396776,,60.770344,36.184288,46.59946,14.041752,,40.17138,11.802757,,5.5188413,,47.9578,5.25761,,,,,,31.264122,74.66275,28.318602,,12.344897,,,10.808355,,14.282374,4.1296287,47.666294,,15.968632,9.434068,,,,,27.673616,,2.6608617,3.8789418,,61.509846,75.04799,,,7.4903536,8.2,4.4463987,19.42785,11.06618,5.6773276,,31.31569,29.977728,13.82371,,,19.043222,20.083633,,,5.000536,,3.3586533,10.0326185,14.754832,,,,26.865725,42.97985,54.214558,,21.000998,,3.3932748,3.8562782,14.238947,,,,,,,17.560368,,43.19756,2.9583135,,13.081821,27.17494,66.26087,,,12.702153,,,,,,
2019,,12.356349,,7.717232,,68.55568,,,61.0438,,,,22.930891,,18.2747,,16.60422,14.706156,,,,,63.01261,71.44184,,11.960918,,,,,10.273426,,,17.787836,47.97177,39.111237,63.133675,,61.237568,14.737653,,12.620204,7.1887555,45.10606,37.134804,,57.72561,7.1636267,55.67072,,,55.069687,6.868591,,,,,,26.70899,,,,7.5029216,28.790195,,25.406218,5.816945,,47.406918,8.676939,,,35.404408,48.83119,,,40.20631,11.731378,,5.682428,5.887507,50.023666,,,,,7.9057584,,34.25122,75.0818,29.691036,,12.487062,,15.014367,,10.15854,15.519642,,49.32343,,16.392752,,1.4167426,6.059784,,1.9209313,,,,,,62.944805,76.916504,,,10.158902,8.4,,19.816235,11.370383,,,34.722054,32.541725,14.014534,,,21.456041,20.839354,,,,,,10.7432575,16.710028,,,,27.839066,44.281612,55.612564,,,,,,14.533012,,,,,,,17.509054,,44.39684,,2.5614321,14.278257,26.804096,70.77695,,,,5.1672015,,,,,3.0478637
2020,,12.838601,,7.6085396,,70.29288,,2.0074196,61.521175,,,,25.085438,,18.385334,,15.8424,15.395068,,,,,67.25214,72.58905,19.110287,11.591857,,,1.316013,,8.672569,,,15.2134905,48.35736,39.844265,67.22671,,63.885708,13.429369,,10.8295765,,45.074932,38.58597,,57.66569,,57.468567,,,54.00657,6.4429464,,,4.857422,,,26.926083,,,,,29.756685,,27.218914,5.952422,,50.39767,8.513016,,,34.95458,47.928246,,,42.244568,11.840705,3.2467175,5.288989,,51.71735,,,,,,,37.96235,84.029564,31.486734,,,,,10.610975,,,,51.90864,,16.049757,,,,,,,,,,,68.07105,74.24743,,,10.713037,8.2,,,8.608079,,,35.985645,32.881893,12.93847,,,23.887808,20.2921,,,,,,,17.756826,,,,26.846567,46.31383,56.980762,,,,,,14.938319,,,,,,,17.801718,,46.65498,,,13.703301,24.765676,74.36918,,,13.870896,,,,,,
2021,,,,7.7493024,,69.28788,,,63.209538,4.2000666,3.3737285,,25.722982,,,,16.851826,13.2296295,,,,1.924572,,73.06706,,13.392326,4.754101,4.9854145,,,9.498013,,,17.451082,50.70977,41.585743,,,64.64533,13.194278,,11.937646,7.610853,46.308636,42.93314,3.4868019,58.375267,,57.05889,,,54.653233,6.776645,,,,3.4495213,,28.681828,,,,,31.692617,,29.536243,6.150933,,51.91698,9.287435,,,35.39722,49.69783,14.293778,,,12.244002,3.1597972,5.738548,,54.3964,,,,,,,38.933517,86.12152,33.91522,,12.5980015,,,,,,3.6697416,54.04246,,17.778137,,,,,,29.55476,,2.6615808,,,69.08614,75.52672,,,8.798781,8.65,,17.409513,10.001399,5.3374777,,37.969006,32.33349,13.090521,,,26.158014,,,,5.035618,,,11.154313,18.557365,,,,26.395386,48.69835,56.670242,,,,,3.8513374,14.983003,,,,11.002698,,13.039963,19.176064,,46.22723,,,,24.622313,73.883224,9.778542,,,,,,,,
2022,,,,7.719168,,72.676445,,,61.03689,,,6.0054884,27.593088,,,,16.41189,14.835019,,15.897972,,,,,22.83488,,,,,,10.346999,,,17.380693,49.29395,39.480545,,,61.03367,14.155898,,12.592783,,46.33879,36.87513,,56.55874,,57.02052,,,,7.5648136,,,,,7.133646,27.874926,,,,,31.619904,,28.916216,6.0647674,5.536495,50.100407,9.797657,,,,49.93643,,,,,,5.8740506,,,,8.176042,,,,,36.826347,87.46919,31.641045,,11.639596,,,12.491889,,,,53.52483,,,12.028577,,,,,,,,,,,75.87329,8.034716,,,8.8,,,10.239176,,,38.237755,32.201557,13.390886,,,27.770443,,,,,,,11.252646,19.180807,,,14.437642,24.712713,48.352146,55.976055,,,4.755602,3.66111,,15.5308075,,,,,,,19.941008,,,,,,25.583008,67.94248,10.622447,,13.319195,,,,,1.6791865,
2023,,,,7.726025,,,,,,,,,,,,,16.84989,15.739256,,,,,,,,,,,,,10.950849,,,18.917614,,,,,,15.673123,,12.410573,,,,,,,,,,,8.420585,,,,,,,,8.73046,,7.522325,,,,6.167977,,,10.185629,10.888927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,17.89567,10.251645,5.667498,,,,14.277411,12.048259,,,,,,,,,11.879882,,,,,,,,,,,,,16.251598,,,,,,,,,,,,,25.881685,69.99849,12.552324,,,,,,,,
2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.924047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3229346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
